from_stop_id,from_trip_id,to_stop_id,to_trip_id,transfer_type
NSR:Quay:74192,ATB:ServiceJourney:72_240516085572606_2,NSR:Quay:74192,ATB:ServiceJourney:73_240516085572755_3,1
NSR:Quay:71348,ATB:ServiceJourney:452_241205091488564_3,NSR:Quay:71348,ATB:ServiceJourney:595_241021121640005_4,1
NSR:Quay:75658,ATB:ServiceJourney:1_250113084167494_6075,NSR:Quay:75658,ATB:ServiceJourney:14_250203103606586_6059,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167287_66,NSR:Quay:72946,ATB:ServiceJourney:78_250113084170725_20,1
NSR:Quay:71982,ATB:ServiceJourney:1_240516085577793_6128,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572817_6024,1
NSR:Quay:74804,ATB:ServiceJourney:460_241205091487845_17,NSR:Quay:74804,ATB:ServiceJourney:421_241205091485683_10,1
NSR:Quay:74037,ATB:ServiceJourney:75_241111133506562_6012,NSR:Quay:74037,ATB:ServiceJourney:77_241111133700484_6013,1
NSR:Quay:74648,ATB:ServiceJourney:311_241205091488780_7006,NSR:Quay:74648,ATB:ServiceJourney:310_241021121639194_7006,1
NSR:Quay:74037,ATB:ServiceJourney:75_241111133506029_22,NSR:Quay:74037,ATB:ServiceJourney:77_241111133700288_33,1
NSR:Quay:71982,ATB:ServiceJourney:1_250131110658281_128,NSR:Quay:71982,ATB:ServiceJourney:73_250131110656018_24,1
NSR:Quay:77158,ATB:ServiceJourney:695_241205091486192_16,NSR:Quay:77158,ATB:ServiceJourney:7902_241205091488112_2,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658382_6102,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572938_6042,1
NSR:Quay:77902,ATB:ServiceJourney:741_241205091486363_3,NSR:Quay:77902,ATB:ServiceJourney:635_241205091488263_14,1
NSR:Quay:73482,ATB:ServiceJourney:80_240516085574397_12,NSR:Quay:73482,ATB:ServiceJourney:10_250131110659480_98,1
NSR:Quay:72888,ATB:ServiceJourney:71_250131110657752_35,NSR:Quay:72888,ATB:ServiceJourney:82_241107118768574_50,1
NSR:Quay:71982,ATB:ServiceJourney:2_250131110662322_222,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572805_40,1
NSR:Quay:72946,ATB:ServiceJourney:1_240516085577810_236,NSR:Quay:72946,ATB:ServiceJourney:46_240923127853618_96,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577419_6179,NSR:Quay:75658,ATB:ServiceJourney:79_241113103922659_6068,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084172073_7023,NSR:Quay:74982,ATB:ServiceJourney:41_250205120636324_7006,1
NSR:Quay:71982,ATB:ServiceJourney:2_250131110662353_6164,NSR:Quay:71982,ATB:ServiceJourney:74_250131110656064_6030,1
NSR:Quay:74649,ATB:ServiceJourney:310_241205091485542_59,NSR:Quay:74649,ATB:ServiceJourney:311_241021121642584_69,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658430_6024,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572925_6016,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577393_6013,NSR:Quay:75658,ATB:ServiceJourney:79_241113103920740_6006,1
NSR:Quay:74982,ATB:ServiceJourney:1_250131110658044_7035,NSR:Quay:74982,ATB:ServiceJourney:41_250131110660665_7012,1
NSR:Quay:75557,ATB:ServiceJourney:511_241021121641751_2,NSR:Quay:75614,ATB:ServiceJourney:310_241021121639201_9,1
NSR:Quay:74037,ATB:ServiceJourney:75_241111133506902_7006,NSR:Quay:74037,ATB:ServiceJourney:77_241111133700575_7005,1
NSR:Quay:77729,ATB:ServiceJourney:7415_241205091486698_4,NSR:Quay:77729,ATB:ServiceJourney:7411_241205091486685_5,1
NSR:Quay:74982,ATB:ServiceJourney:1_250131110657993_6009,NSR:Quay:74982,ATB:ServiceJourney:44_250131110663518_6000,1
NSR:Quay:75607,ATB:ServiceJourney:1_240516085577885_7074,NSR:Quay:75607,ATB:ServiceJourney:72_240516085574474_7022,1
NSR:Quay:74804,ATB:ServiceJourney:460_250212077045664_13,NSR:Quay:74804,ATB:ServiceJourney:310_241021121639671_91,1
NSR:Quay:75658,ATB:ServiceJourney:1_250113084167381_51,NSR:Quay:75658,ATB:ServiceJourney:79_250117151694702_16,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085380021_7013,NSR:Quay:72888,ATB:ServiceJourney:82_250203085195532_7013,1
NSR:Quay:74648,ATB:ServiceJourney:311_241021121642490_34,NSR:Quay:74648,ATB:ServiceJourney:310_241021121639164_26,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658282_132,NSR:Quay:72946,ATB:ServiceJourney:78_250131110656301_62,1
NSR:Quay:74982,ATB:ServiceJourney:1_250131110657981_235,NSR:Quay:74982,ATB:ServiceJourney:44_250131110663500_62,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085375954_25,NSR:Quay:72888,ATB:ServiceJourney:82_250203085199151_33,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577176_6033,NSR:Quay:72888,ATB:ServiceJourney:82_241107118796004_6035,1
NSR:Quay:75658,ATB:ServiceJourney:1_250113084167468_7079,NSR:Quay:75658,ATB:ServiceJourney:14_250203104238961_7037,1
NSR:Quay:72820,ATB:ServiceJourney:5100_241205091485764_1,NSR:Quay:72820,ATB:ServiceJourney:460_250212077045655_12,1
NSR:Quay:77344,ATB:ServiceJourney:7701_241205091487938_5,NSR:Quay:77344,ATB:ServiceJourney:7705_241205091487962_4,1
NSR:Quay:74037,ATB:ServiceJourney:78_250113084170723_2,NSR:Quay:74037,ATB:ServiceJourney:75_250113084170672_17,
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167286_64,NSR:Quay:72946,ATB:ServiceJourney:46_250113084171434_28,1
NSR:Quay:79328,ATB:ServiceJourney:7416_241205091486704_3,NSR:Quay:79328,ATB:ServiceJourney:7420_241205091486910_4,
NSR:Quay:74456,ATB:ServiceJourney:5604_241205091485907_17,NSR:Quay:74456,ATB:ServiceJourney:5604_241205091487926_13,1
NSR:Quay:74648,ATB:ServiceJourney:311_241021121642502_6010,NSR:Quay:74648,ATB:ServiceJourney:310_241021121639188_6008,1
NSR:Quay:101913,ATB:ServiceJourney:7321_241205091486345_2,NSR:Quay:101913,ATB:ServiceJourney:731_241205091487046_2,1
NSR:Quay:74192,ATB:ServiceJourney:72_240516085575673_30,NSR:Quay:74192,ATB:ServiceJourney:73_240516085572763_19,1
NSR:Quay:75658,ATB:ServiceJourney:1_250131110658077_7101,NSR:Quay:75658,ATB:ServiceJourney:14_250131110657156_7089,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577458_7067,NSR:Quay:74982,ATB:ServiceJourney:41_240912065856355_7028,1
NSR:Quay:71405,ATB:ServiceJourney:350_241205091488597_13,NSR:Quay:71405,ATB:ServiceJourney:452_241021121642241_9,1
NSR:Quay:80162,ATB:ServiceJourney:723_250212077045465_2,NSR:Quay:80162,ATB:ServiceJourney:7307_241205091486638_1,1
NSR:Quay:102047,ATB:ServiceJourney:311_250212077047991_53,NSR:Quay:102047,ATB:ServiceJourney:670_250212077045743_10,
NSR:Quay:71982,ATB:ServiceJourney:1_250131110658408_228,NSR:Quay:71982,ATB:ServiceJourney:73_250131110656028_40,1
NSR:Quay:77158,ATB:ServiceJourney:695_241205091486192_16,NSR:Quay:77158,ATB:ServiceJourney:7902_250212077047323_2,1
NSR:Quay:74037,ATB:ServiceJourney:75_250113084170661_7002,NSR:Quay:74037,ATB:ServiceJourney:77_250113084169255_7001,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577460_7071,NSR:Quay:74982,ATB:ServiceJourney:41_240912065856374_7030,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167343_6018,NSR:Quay:72946,ATB:ServiceJourney:46_250113084172333_6008,1
NSR:Quay:80616,ATB:ServiceJourney:640_241205091486475_3,NSR:Quay:80616,ATB:ServiceJourney:640_250212077045715_7,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577273_7055,NSR:Quay:72888,ATB:ServiceJourney:82_241107118801583_7061,1
NSR:Quay:74634,ATB:ServiceJourney:452_241205091488556_7,NSR:Quay:74634,ATB:ServiceJourney:5521_241205091488675_6,1
NSR:Quay:72946,ATB:ServiceJourney:1_240516085577869_7042,NSR:Quay:72946,ATB:ServiceJourney:77_241111133698199_7004,1
NSR:Quay:77729,ATB:ServiceJourney:7415_241205091486698_4,NSR:Quay:77729,ATB:ServiceJourney:7417_241205091486709_12,
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577126_39,NSR:Quay:72888,ATB:ServiceJourney:82_241107118801337_53,1
NSR:Quay:74037,ATB:ServiceJourney:75_250113084170656_40,NSR:Quay:74037,ATB:ServiceJourney:77_250113084169248_27,1
NSR:Quay:71982,ATB:ServiceJourney:1_250113084167291_74,NSR:Quay:71982,ATB:ServiceJourney:73_250113084170750_6,1
NSR:Quay:74804,ATB:ServiceJourney:470_241206088951434_7001,NSR:Quay:74804,ATB:ServiceJourney:310_241021121639232_7005,1
NSR:Quay:71422,ATB:ServiceJourney:340_241021121639276_31,NSR:Quay:71422,ATB:ServiceJourney:311_241021121642577_71,1
NSR:Quay:80616,ATB:ServiceJourney:7204_250212077046108_1,NSR:Quay:80616,ATB:ServiceJourney:640_241205091486475_3,1
NSR:Quay:74037,ATB:ServiceJourney:76_241007087178816_2,NSR:Quay:74037,ATB:ServiceJourney:75_250113084170643_5,1
NSR:Quay:75287,ATB:ServiceJourney:72_250228142141749_32,NSR:Quay:75287,ATB:ServiceJourney:83_250131110655495_4,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577134_6043,NSR:Quay:72888,ATB:ServiceJourney:82_241107118801288_6045,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167359_6054,NSR:Quay:72946,ATB:ServiceJourney:77_250113084169233_6008,1
NSR:Quay:102047,ATB:ServiceJourney:430_241021121643126_61,NSR:Quay:102047,ATB:ServiceJourney:311_241021121642503_6014,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085374384_17,NSR:Quay:72888,ATB:ServiceJourney:82_250203085184495_26,1
NSR:Quay:75607,ATB:ServiceJourney:1_240516085577879_7062,NSR:Quay:75607,ATB:ServiceJourney:72_240516085574472_7018,1
NSR:Quay:71982,ATB:ServiceJourney:1_240516085577775_6092,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572814_6018,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577443_7037,NSR:Quay:74982,ATB:ServiceJourney:44_241113104122989_7010,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167278_50,NSR:Quay:72946,ATB:ServiceJourney:77_250113084170005_14,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577274_7001,NSR:Quay:72888,ATB:ServiceJourney:82_241107118767722_7006,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577275_7003,NSR:Quay:72888,ATB:ServiceJourney:82_241107118795398_7009,1
NSR:Quay:74803,ATB:ServiceJourney:310_241021121639677_84,NSR:Quay:74814,ATB:ServiceJourney:470_250212077048765_4,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658388_6114,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572940_6046,1
NSR:Quay:77902,ATB:ServiceJourney:640_241205091486473_7,NSR:Quay:77902,ATB:ServiceJourney:741_241205091486360_4,1
NSR:Quay:102047,ATB:ServiceJourney:311_241021121642534_6001,NSR:Quay:102047,ATB:ServiceJourney:430_241021121643127_62,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085377471_47,NSR:Quay:72888,ATB:ServiceJourney:82_250203085183653_56,1
NSR:Quay:74037,ATB:ServiceJourney:76_250113084170591_10,NSR:Quay:74037,ATB:ServiceJourney:75_250113084170675_49,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167300_44,NSR:Quay:72946,ATB:ServiceJourney:46_250113084171462_20,1
NSR:Quay:74804,ATB:ServiceJourney:470_250212077048780_6001,NSR:Quay:74804,ATB:ServiceJourney:310_241021121639226_6005,1
NSR:Quay:75607,ATB:ServiceJourney:1_250131110658406_224,NSR:Quay:75607,ATB:ServiceJourney:72_250228142140921_70,1
NSR:Quay:71982,ATB:ServiceJourney:1_240516085577689_168,NSR:Quay:71982,ATB:ServiceJourney:73_240516085572778_32,1
NSR:Quay:103182,ATB:ServiceJourney:7517_241205091486851_8,NSR:Quay:103182,ATB:ServiceJourney:7502_250212077046064_5,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577466_7083,NSR:Quay:75658,ATB:ServiceJourney:79_241113103921459_7038,1
NSR:Quay:72946,ATB:ServiceJourney:2_250131110662387_7030,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572952_7006,1
NSR:Quay:71982,ATB:ServiceJourney:1_250121114823151_108,NSR:Quay:71982,ATB:ServiceJourney:74_250113084172383_36,1
NSR:Quay:102047,ATB:ServiceJourney:311_241205091488789_3,NSR:Quay:102047,ATB:ServiceJourney:670_241205091486506_2,1
NSR:Quay:75658,ATB:ServiceJourney:1_250131110658060_7067,NSR:Quay:75658,ATB:ServiceJourney:79_250131110663280_7030,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085376031_6013,NSR:Quay:72888,ATB:ServiceJourney:82_250203085198650_6015,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577385_247,NSR:Quay:75658,ATB:ServiceJourney:14_240516085574911_191,1
NSR:Quay:78082,ATB:ServiceJourney:7302_241205091486611_9,NSR:Quay:78082,ATB:ServiceJourney:7341_241205091487762_19,1
NSR:Quay:71209,ATB:ServiceJourney:2_250113084172081_7044,NSR:Quay:71209,ATB:ServiceJourney:40_250204177717166_7017,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577609_6053,NSR:Quay:74982,ATB:ServiceJourney:44_250131110663530_6012,1
NSR:Quay:74037,ATB:ServiceJourney:77_241111133697357_6010,NSR:Quay:74037,ATB:ServiceJourney:75_241111133508553_6011,1
NSR:Quay:75607,ATB:ServiceJourney:1_250113084170825_6084,NSR:Quay:75607,ATB:ServiceJourney:72_250113084172382_6042,1
NSR:Quay:74037,ATB:ServiceJourney:75_250113084170681_20,NSR:Quay:74037,ATB:ServiceJourney:78_250113084170849_23,1
NSR:Quay:74337,ATB:ServiceJourney:452_241205091488546_2,NSR:Quay:74337,ATB:ServiceJourney:451_241021121639916_8,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577170_45,NSR:Quay:72888,ATB:ServiceJourney:82_241107118759918_60,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167468_7079,NSR:Quay:74982,ATB:ServiceJourney:44_250113084172275_7024,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577551_7,NSR:Quay:74982,ATB:ServiceJourney:44_241113104123626_2,1
NSR:Quay:75607,ATB:ServiceJourney:1_240516085577753_6048,NSR:Quay:75607,ATB:ServiceJourney:72_240516085572645_6020,1
NSR:Quay:75172,ATB:ServiceJourney:76_250113084170595_9,NSR:Quay:75172,ATB:ServiceJourney:75_250113084170644_37,1
NSR:Quay:80432,ATB:ServiceJourney:612_241205091486027_5,NSR:Quay:80432,ATB:ServiceJourney:7329_241205091488369_7,1
NSR:Quay:102047,ATB:ServiceJourney:670_241021121640189_6005,NSR:Quay:102047,ATB:ServiceJourney:311_241021121642503_6014,1
NSR:Quay:73482,ATB:ServiceJourney:80_240516085574393_14,NSR:Quay:73482,ATB:ServiceJourney:10_240902146532219_118,1
NSR:Quay:75607,ATB:ServiceJourney:1_250121124579723_7018,NSR:Quay:75607,ATB:ServiceJourney:72_250113084169518_7004,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085376205_6031,NSR:Quay:72888,ATB:ServiceJourney:82_250203085193676_6033,1
NSR:Quay:105818,ATB:ServiceJourney:7312_241205091486645_1,NSR:Quay:105818,ATB:ServiceJourney:7310_241205091486642_5,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577615_6063,NSR:Quay:75658,ATB:ServiceJourney:79_241113103921617_6024,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658437_6144,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572945_6056,1
NSR:Quay:71209,ATB:ServiceJourney:2_250113084172098_7060,NSR:Quay:71209,ATB:ServiceJourney:40_250204177717180_7025,1
NSR:Quay:80616,ATB:ServiceJourney:7204_250212077046108_1,NSR:Quay:80616,ATB:ServiceJourney:640_250212077045715_7,1
NSR:Quay:78414,ATB:ServiceJourney:7312_241205091486643_2,NSR:Quay:78414,ATB:ServiceJourney:731_241205091487048_3,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577275_7003,NSR:Quay:72888,ATB:ServiceJourney:82_241107118767756_7010,1
NSR:Quay:72946,ATB:ServiceJourney:1_240516085577771_6084,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572935_6036,1
NSR:Quay:71982,ATB:ServiceJourney:2_250113084167537_74,NSR:Quay:71982,ATB:ServiceJourney:74_250113084169171_20,1
NSR:Quay:78413,ATB:ServiceJourney:7317_250212077045892_2,NSR:Quay:78405,ATB:ServiceJourney:7315_241205091488092_2,1
NSR:Quay:71982,ATB:ServiceJourney:1_250131110658284_140,NSR:Quay:71982,ATB:ServiceJourney:73_250131110656019_26,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658427_6018,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572924_6014,1
NSR:Quay:73032,ATB:ServiceJourney:3_250113084171161_6010,NSR:Quay:73032,ATB:ServiceJourney:42_250113084169047_6013,1
NSR:Quay:75658,ATB:ServiceJourney:1_250131110657983_239,NSR:Quay:75658,ATB:ServiceJourney:79_250131110663298_72,1
NSR:Quay:77729,ATB:ServiceJourney:7415_241205091486698_4,NSR:Quay:77729,ATB:ServiceJourney:7412_241205091486696_7,1
NSR:Quay:71728,ATB:ServiceJourney:505_241205091487863_1,NSR:Quay:71728,ATB:ServiceJourney:504_241205091488187_3,1
NSR:Quay:72888,ATB:ServiceJourney:71_250131110657899_6073,NSR:Quay:72888,ATB:ServiceJourney:82_241107118801550_6075,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577631_6095,NSR:Quay:74982,ATB:ServiceJourney:44_241113104124335_6026,1
NSR:Quay:72946,ATB:ServiceJourney:2_241025073161911_7024,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572951_7004,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577573_95,NSR:Quay:75658,ATB:ServiceJourney:79_241113103920463_22,1
NSR:Quay:98852,ATB:ServiceJourney:7904_241205091486034_6,NSR:Quay:98852,ATB:ServiceJourney:7908_241205091486590_5,1
NSR:Quay:102047,ATB:ServiceJourney:311_250212077047989_3,NSR:Quay:102047,ATB:ServiceJourney:670_250212077045748_2,
NSR:Quay:75894,ATB:ServiceJourney:7711_241205091487992_4,NSR:Quay:75894,ATB:ServiceJourney:7711_241205091487993_6,1
NSR:Quay:71982,ATB:ServiceJourney:1_250113084167299_46,NSR:Quay:71982,ATB:ServiceJourney:74_250113084169168_12,1
NSR:Quay:74982,ATB:ServiceJourney:1_250131110658067_7081,NSR:Quay:74982,ATB:ServiceJourney:44_250131110663498_7032,1
NSR:Quay:103895,ATB:ServiceJourney:630_241205091487000_4,NSR:Quay:103895,ATB:ServiceJourney:680_241021121641942_4,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577625_6083,NSR:Quay:74982,ATB:ServiceJourney:44_241113104124317_6022,1
NSR:Quay:74037,ATB:ServiceJourney:75_241111133506495_6004,NSR:Quay:74037,ATB:ServiceJourney:77_241111133700392_6003,1
NSR:Quay:75607,ATB:ServiceJourney:1_240516085577804_224,NSR:Quay:75607,ATB:ServiceJourney:72_240516085575674_72,1
NSR:Quay:79013,ATB:ServiceJourney:630_241205091487837_95,NSR:Quay:79013,ATB:ServiceJourney:7324_241205091488948_6013,1
NSR:Quay:71412,ATB:ServiceJourney:311_241021121642516_50,NSR:Quay:71412,ATB:ServiceJourney:340_241021121639250_40,1
NSR:Quay:73875,ATB:ServiceJourney:480_241205091485703_6,NSR:Quay:73875,ATB:ServiceJourney:5473_250212077045780_10,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085374666_51,NSR:Quay:72888,ATB:ServiceJourney:82_250203085182905_60,1
NSR:Quay:75607,ATB:ServiceJourney:1_250113084167325_6038,NSR:Quay:75607,ATB:ServiceJourney:72_250113084169551_6020,1
NSR:Quay:71348,ATB:ServiceJourney:452_241021121642244_7003,NSR:Quay:71348,ATB:ServiceJourney:595_250212077045572_7002,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577639_6111,NSR:Quay:75658,ATB:ServiceJourney:79_241113103921801_6040,1
NSR:Quay:75287,ATB:ServiceJourney:83_250113084169843_3,NSR:Quay:75287,ATB:ServiceJourney:72_250211076011456_19,1
NSR:Quay:78356,ATB:ServiceJourney:7509_250212077046293_2,NSR:Quay:78617,ATB:ServiceJourney:635_250212077047467_15,1
NSR:Quay:73482,ATB:ServiceJourney:80_240516085574395_4,NSR:Quay:73482,ATB:ServiceJourney:10_250131110659634_20,1
NSR:Quay:74037,ATB:ServiceJourney:77_241111133697274_38,NSR:Quay:74037,ATB:ServiceJourney:75_241111133508288_35,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577545_6125,NSR:Quay:74982,ATB:ServiceJourney:44_241113104124101_6036,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577132_6035,NSR:Quay:72888,ATB:ServiceJourney:82_241107118801256_6037,1
NSR:Quay:74982,ATB:ServiceJourney:1_250131110658063_7073,NSR:Quay:74982,ATB:ServiceJourney:44_250131110663486_7028,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085380552_7023,NSR:Quay:72888,ATB:ServiceJourney:82_250203085195929_7023,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577406_6147,NSR:Quay:75658,ATB:ServiceJourney:79_241113103922143_6052,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085378352_6001,NSR:Quay:72888,ATB:ServiceJourney:82_250203085193542_6003,1
NSR:Quay:76289,ATB:ServiceJourney:695_250228115435081_7,NSR:Quay:76289,ATB:ServiceJourney:680_250212077047517_23,1
NSR:Quay:72888,ATB:ServiceJourney:71_250131110657893_6001,NSR:Quay:72888,ATB:ServiceJourney:82_241107118792495_6003,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577127_43,NSR:Quay:72888,ATB:ServiceJourney:82_241107118801353_57,1
NSR:Quay:75658,ATB:ServiceJourney:1_250113084167453_6019,NSR:Quay:75658,ATB:ServiceJourney:14_250203103573584_6013,1
NSR:Quay:597,ATB:ServiceJourney:611_241205091486053_1,NSR:Quay:597,ATB:ServiceJourney:690_250515169522533_4,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577281_7027,NSR:Quay:72888,ATB:ServiceJourney:82_241107118768051_7034,1
NSR:Quay:78617,ATB:ServiceJourney:7509_241205091487050_2,NSR:Quay:78617,ATB:ServiceJourney:635_241205091488261_15,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658407_226,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572914_90,1
NSR:Quay:72946,ATB:ServiceJourney:2_241025073166491_132,NSR:Quay:72946,ATB:ServiceJourney:77_241111133699230_26,1
NSR:Quay:76862,ATB:ServiceJourney:615_241021121639786_2,NSR:Quay:76862,ATB:ServiceJourney:611_241205091486053_1,1
NSR:Quay:75607,ATB:ServiceJourney:1_240516085577768_6078,NSR:Quay:75607,ATB:ServiceJourney:72_240516085572650_6030,1
NSR:Quay:78386,ATB:ServiceJourney:7315_241205091488104_3,NSR:Quay:78900,ATB:ServiceJourney:680_250212077047486_18,1
NSR:Quay:75658,ATB:ServiceJourney:1_250131110657987_247,NSR:Quay:75658,ATB:ServiceJourney:79_250131110663319_76,1
NSR:Quay:71982,ATB:ServiceJourney:1_250131110658504_6152,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572819_6028,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577272_6073,NSR:Quay:72888,ATB:ServiceJourney:82_241107118768828_134,1
NSR:Quay:71982,ATB:ServiceJourney:2_241025073163246_72,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572876_12,1
NSR:Quay:75172,ATB:ServiceJourney:76_250324155324489_117,NSR:Quay:75172,ATB:ServiceJourney:75_250324155055434_115,1
NSR:Quay:71982,ATB:ServiceJourney:1_250131110658492_7084,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572834_7026,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577162_29,NSR:Quay:72888,ATB:ServiceJourney:82_241107118800896_43,1
NSR:Quay:74337,ATB:ServiceJourney:451_241021121639935_7001,NSR:Quay:74337,ATB:ServiceJourney:452_241205091488547_7004,1
NSR:Quay:72106,ATB:ServiceJourney:5471_241205091488153_6,NSR:Quay:72106,ATB:ServiceJourney:5471_241205091488150_8,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577374_225,NSR:Quay:75658,ATB:ServiceJourney:79_241113103920589_86,1
NSR:Quay:72888,ATB:ServiceJourney:71_250131110657894_6005,NSR:Quay:72888,ATB:ServiceJourney:82_241107118766441_6008,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658304_60,NSR:Quay:72946,ATB:ServiceJourney:78_250131110656295_20,1
NSR:Quay:74982,ATB:ServiceJourney:1_250131110658051_7049,NSR:Quay:74982,ATB:ServiceJourney:44_250131110663482_7016,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577612_6059,NSR:Quay:74982,ATB:ServiceJourney:44_250131110663546_6014,1
NSR:Quay:75658,ATB:ServiceJourney:1_250131110658044_7035,NSR:Quay:75658,ATB:ServiceJourney:79_250131110663275_7014,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084172053_7055,NSR:Quay:74982,ATB:ServiceJourney:44_250113084172271_7016,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577271_6013,NSR:Quay:72888,ATB:ServiceJourney:82_241107118767390_6016,1
NSR:Quay:80616,ATB:ServiceJourney:640_241205091486475_3,NSR:Quay:80616,ATB:ServiceJourney:640_241205091486473_7,1
NSR:Quay:72660,ATB:ServiceJourney:591_241021121639956_10,NSR:Quay:74644,ATB:ServiceJourney:452_241021121642239_2,1
NSR:Quay:71982,ATB:ServiceJourney:1_240516085577757_6056,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572811_6010,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167364_6064,NSR:Quay:72946,ATB:ServiceJourney:78_250113084170784_6016,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577123_6015,NSR:Quay:72888,ATB:ServiceJourney:82_241107118767415_6018,1
NSR:Quay:77656,ATB:ServiceJourney:7416_241205091486704_3,NSR:Quay:79328,ATB:ServiceJourney:7420_241205091486910_4,1
NSR:Quay:71982,ATB:ServiceJourney:1_250113084167308_28,NSR:Quay:71982,ATB:ServiceJourney:74_250113084169139_6,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084170821_107,NSR:Quay:74982,ATB:ServiceJourney:44_250113084169715_36,1
NSR:Quay:75607,ATB:ServiceJourney:1_240516085577828_6024,NSR:Quay:75607,ATB:ServiceJourney:72_240516085572641_6012,1
NSR:Quay:102047,ATB:ServiceJourney:430_241205091489433_61,NSR:Quay:102047,ATB:ServiceJourney:311_241021121642503_6014,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167403_39,NSR:Quay:74982,ATB:ServiceJourney:41_250113084168873_20,1
NSR:Quay:74571,ATB:ServiceJourney:5207_241205091485834_1,NSR:Quay:74571,ATB:ServiceJourney:422_241205091485651_2,1
